Name,Phone Number,Address,Skills,Email,Previous Work Experience,Projects,Education,Licenses and Certifications
Brian Lee,130.409.9894,"665 Mills Way Suite 260, West Troy, KS 00882","Jupyter, Power BI, DataRobot, Snowflake, Python",michael73@freeman.com,Data Intern at XYZ Ltd; BI Developer at InsightWorks; Junior Analyst at ABC Corp; Business Analyst at QRS Inc,Customer Segmentation; Sales Forecasting,"M.Tech in Data Analytics, 2016",Certified Analytics Professional (CAP); DataCamp Data Scientist
Raymond Jarvis,236-793-6264x611,"595 Andre Greens Suite 709, Lake Kellyhaven, CT 41271","SAS, Business Intelligence, Statistics, Google Analytics, NumPy",gloria94@yahoo.com,Data Intern at XYZ Ltd; Machine Learning Intern at AI Labs; Business Analyst at QRS Inc; SQL Developer at DBMasters,Churn Prediction; Credit Risk Modeling; E-commerce Dashboard,"B.Sc. in Mathematics, 2015",IBM Data Science Professional Certificate; Tableau Desktop Specialist
Veronica Gordon,523.100.5534x9812,"31641 Harris Garden, Sylviatown, TN 25117","Exploratory Data Analysis, Data Visualization, Apache Airflow, Tableau, DataRobot",vpittman@johnson-lowe.org,Machine Learning Intern at AI Labs; Junior Analyst at ABC Corp; Business Analyst at QRS Inc; ETL Developer at FlowTech,Fraud Detection System; Customer Segmentation; Sales Forecasting,"MBA in Business Analytics, 2020",AWS Certified Data Analytics – Specialty; IBM Data Science Professional Certificate
Angela Kennedy,296-234-4936x712,"61977 Bennett Lights Apt. 170, Adamston, MD 14943","Data Wrangling, Dash, Seaborn, Snowflake, Jupyter",jason75@yahoo.com,SQL Developer at DBMasters; Junior Analyst at ABC Corp; BI Developer at InsightWorks,E-commerce Dashboard; Customer Segmentation; Credit Risk Modeling,"M.Sc. in Statistics, 2020",Google Data Analytics Certificate; Tableau Desktop Specialist; Cloudera Certified Associate (CCA) Data Analyst
Patricia Porter,309.531.0553x4572,"54561 Douglas Turnpike Apt. 000, Timothyview, ND 53289","Machine Learning, Tableau, Amazon QuickSight, DataRobot, NLP",lindseyhobbs@gmail.com,BI Developer at InsightWorks; Data Intern at XYZ Ltd,Customer Segmentation; Healthcare Data Analysis,"MBA in Business Analytics, 2019",IBM Data Science Professional Certificate; DataCamp Data Scientist
Eric Clark,177-806-3958x70117,"PSC 4753, Box 5575, APO AP 62883","D3.js, BigQuery, Machine Learning, Jupyter, Kibana",thomaskristen@warren-morris.com,Data Visualization Specialist at DataViz Ltd; ETL Developer at FlowTech; Freelance Data Consultant,Marketing Campaign Analysis; Sales Forecasting,"B.Tech in Information Technology, 2021",AWS Certified Data Analytics – Specialty; IBM Data Science Professional Certificate
Roger Harris,+1-498-421-6880,"57587 Phillips Lake, Moorebury, CA 16468","Power BI, Qlik, Data Visualization, Matplotlib, Machine Learning",anthony76@castaneda.com,ETL Developer at FlowTech; Research Assistant at University of Data,Fraud Detection System; Churn Prediction,"B.Tech in Information Technology, 2018; MBA in Business Analytics, 2018",Tableau Desktop Specialist; Certified Analytics Professional (CAP)
Thomas Edwards,(430)608-0949,"4738 Cynthia Hills Suite 813, North Ashley, ME 87444","Exploratory Data Analysis, Dash, Pandas, R, Python",joneswilliam@harris.org,Junior Analyst at ABC Corp; Business Analyst at QRS Inc,E-commerce Dashboard; Social Media Sentiment Analysis,"MBA in Business Analytics, 2023; B.Sc. in Computer Science, 2016",SAS Certified Data Scientist
Laurie Jimenez,(536)180-3622,"243 Ward Spur Apt. 095, New Christopher, OH 86673","Jupyter, D3.js, NoSQL, Snowflake, SPSS",christianmaurice@gmail.com,Data Intern at XYZ Ltd; Junior Analyst at ABC Corp; Business Analyst at QRS Inc; ETL Developer at FlowTech,Fraud Detection System; Credit Risk Modeling; E-commerce Dashboard,"B.Sc. in Computer Science, 2023; M.Tech in Data Analytics, 2021",Certified Analytics Professional (CAP); Microsoft Certified: Data Analyst Associate
Kathy Adams,4568125416,"36933 Craig Flats, South Jillmouth, KY 22399","AWS Redshift, Keras, Business Intelligence, Power BI, Machine Learning",breeves@yahoo.com,BI Developer at InsightWorks; Junior Analyst at ABC Corp; Business Analyst at QRS Inc,Real-time Data Pipeline; Social Media Sentiment Analysis; E-commerce Dashboard,"MBA in Business Analytics, 2015; B.Sc. in Computer Science, 2022",AWS Certified Data Analytics – Specialty
Austin Davis,(425)777-6294x6393,"PSC 9650, Box 3513, APO AP 13223","SPSS, NoSQL, Power BI, SQL, Data Cleaning",robert61@hotmail.com,Business Analyst at QRS Inc; Data Intern at XYZ Ltd,Healthcare Data Analysis; Churn Prediction; Marketing Campaign Analysis,"M.Tech in Data Analytics, 2021",Google Data Analytics Certificate; SAS Certified Data Scientist; AWS Certified Data Analytics – Specialty
Deborah Payne,001-214-465-3653,"0411 Rios Valley, East Alanmouth, HI 49396","Data Visualization, Apache Airflow, Matplotlib, Google Data Studio, Data Modelling",bradleyjennifer@harper.com,SQL Developer at DBMasters; Junior Analyst at ABC Corp; Data Intern at XYZ Ltd; BI Developer at InsightWorks,E-commerce Dashboard; Fraud Detection System; Sales Forecasting,"M.Sc. in Statistics, 2017; B.Sc. in Mathematics, 2016",Cloudera Certified Associate (CCA) Data Analyst; SAS Certified Data Scientist; Certified Analytics Professional (CAP)
Charles Norman,001-916-052-6986x584,"933 Ross Glen, Jensenton, MT 49363","Apache Airflow, Excel, NumPy, Data Visualization, Looker",yrobinson@yahoo.com,Machine Learning Intern at AI Labs; Business Analyst at QRS Inc; Junior Analyst at ABC Corp; Freelance Data Consultant,Churn Prediction; Real-time Data Pipeline,"B.Sc. in Statistics, 2017; B.Tech in Computer Science, 2021",IBM Data Science Professional Certificate; Google Data Analytics Certificate; SAS Certified Data Scientist
Patricia Mcintyre,+1-509-335-1529x78414,"54311 Raymond Plains Suite 373, New Roberttown, WY 07981","RapidMiner, Keras, Exploratory Data Analysis, Apache Airflow, SAS",rsullivan@yahoo.com,Research Assistant at University of Data; Machine Learning Intern at AI Labs; Data Visualization Specialist at DataViz Ltd,Social Media Sentiment Analysis; Customer Segmentation; Fraud Detection System,"MBA in Business Analytics, 2015",Udacity Data Analyst Nanodegree; DataCamp Data Scientist
Anna Koch,572-855-7130x08828,"73105 Sandra Centers, Merrittton, ME 49005","Seaborn, Kibana, Spark, Data Mining, ETL",mgarcia@gmail.com,Business Analyst at QRS Inc; BI Developer at InsightWorks; Junior Analyst at ABC Corp,Sales Forecasting; Churn Prediction,"M.Sc. in Data Science, 2015; M.Sc. in Statistics, 2021",Udacity Data Analyst Nanodegree; AWS Certified Data Analytics – Specialty; Microsoft Certified: Data Analyst Associate
Donald Thomas,(455)675-6495,"52261 Kenneth Harbors, New Jameshaven, HI 13984","TensorFlow, BigQuery, Jupyter, Keras, SPSS",daniel13@hotmail.com,Data Intern at XYZ Ltd; BI Developer at InsightWorks,Customer Segmentation; Marketing Campaign Analysis; Social Media Sentiment Analysis,"B.Sc. in Computer Science, 2017",SAS Certified Data Scientist; Microsoft Certified: Data Analyst Associate
Michele Harvey,291.995.0129,"8291 George Inlet Apt. 178, Garyberg, TN 07230","Looker, ETL, Business Intelligence, Dash, Google Sheets",zevans@yahoo.com,Data Visualization Specialist at DataViz Ltd; Junior Analyst at ABC Corp; Freelance Data Consultant,E-commerce Dashboard; Credit Risk Modeling,"B.Sc. in Computer Science, 2020; B.Tech in Information Technology, 2022",Udacity Data Analyst Nanodegree; Microsoft Certified: Data Analyst Associate; SAS Certified Data Scientist
Michael Kane,902.413.1543x829,"5826 Melissa Fords, Port Nataliefort, FL 23807","Qlik, Google Sheets, Keras, Exploratory Data Analysis, Time Series Analysis",jhess@gmail.com,Machine Learning Intern at AI Labs; ETL Developer at FlowTech; Data Intern at XYZ Ltd,Sales Forecasting; Healthcare Data Analysis; Real-time Data Pipeline,"B.Tech in Information Technology, 2017; B.Sc. in Computer Science, 2022",DataCamp Data Scientist; Cloudera Certified Associate (CCA) Data Analyst; Tableau Desktop Specialist
Manuel Phillips,+1-095-503-0441x277,"PSC 9184, Box 0974, APO AE 53317","Kibana, TensorFlow, Data Wrangling, Google Analytics, Python",garrett85@knapp.com,Research Assistant at University of Data; Business Analyst at QRS Inc; Data Visualization Specialist at DataViz Ltd,Fraud Detection System; Real-time Data Pipeline,"B.Sc. in Computer Science, 2017",Udacity Data Analyst Nanodegree; IBM Data Science Professional Certificate
Corey Williams,470-385-6192,"56217 Stacy Crest Suite 714, Rickyfort, AR 67543","Data Modelling, Google Data Studio, Data Mining, Google Analytics, Spark",harrisonvalerie@bradford-richardson.net,Business Analyst at QRS Inc; Machine Learning Intern at AI Labs; Research Assistant at University of Data,Credit Risk Modeling; Fraud Detection System,"M.Sc. in Data Science, 2015; M.Sc. in Statistics, 2016",Tableau Desktop Specialist; DataCamp Data Scientist; AWS Certified Data Analytics – Specialty
Elizabeth Schwartz,001-895-778-7897x978,"77226 Dunlap Trace Apt. 063, Christopherhaven, VA 07573","Kibana, Data Visualization, Looker, Flask, Data Mining",lawrence89@gmail.com,Machine Learning Intern at AI Labs; SQL Developer at DBMasters; Data Intern at XYZ Ltd; ETL Developer at FlowTech,Marketing Campaign Analysis; Fraud Detection System; Healthcare Data Analysis,"B.Sc. in Statistics, 2017; M.Tech in Data Analytics, 2021",Udacity Data Analyst Nanodegree
Dylan Franklin,686.218.6165x678,"169 Christopher Groves Suite 063, Port Melissafort, VT 66065","Data Cleaning, Data Governance, Deep Learning, Data Modelling, SAS",sandranewman@williams.com,Business Analyst at QRS Inc; SQL Developer at DBMasters; Freelance Data Consultant,Real-time Data Pipeline; Customer Segmentation; Social Media Sentiment Analysis,"B.Tech in Computer Science, 2016; M.Sc. in Data Science, 2015",Microsoft Certified: Data Analyst Associate; SAS Certified Data Scientist; Tableau Desktop Specialist
Maria Lowery,+1-170-059-6739x5364,"0947 Day Plaza Apt. 487, Mariafort, ID 91343","Matplotlib, Google Data Studio, Seaborn, Flask, Spark",esalazar@hotmail.com,Data Intern at XYZ Ltd; SQL Developer at DBMasters; Business Analyst at QRS Inc,Social Media Sentiment Analysis; Churn Prediction,"B.Tech in Computer Science, 2023; B.Sc. in Statistics, 2019",Udacity Data Analyst Nanodegree; Microsoft Certified: Data Analyst Associate
Marcus Wilson,+1-297-234-6442x04900,"3891 Amy Court, Reedborough, NH 34018","Statistics, Amazon QuickSight, Power BI, Looker, Data Governance",silvaraymond@jennings.com,BI Developer at InsightWorks; Research Assistant at University of Data; Data Visualization Specialist at DataViz Ltd; Junior Analyst at ABC Corp,Marketing Campaign Analysis; Customer Segmentation; Churn Prediction,"B.Sc. in Mathematics, 2020",DataCamp Data Scientist; IBM Data Science Professional Certificate; SAS Certified Data Scientist
James Durham,435-237-0004x95425,"968 Murphy Ferry Suite 237, South Dalton, PA 00734","SAS, Amazon QuickSight, Data Wrangling, Google Analytics, AWS Redshift",ijohnson@andrews-parrish.com,Research Assistant at University of Data; Freelance Data Consultant,Social Media Sentiment Analysis; Real-time Data Pipeline,"B.Tech in Computer Science, 2021",IBM Data Science Professional Certificate; SAS Certified Data Scientist; Google Data Analytics Certificate
Christine Hall,955.528.0397x823,"4170 Miller Forges Apt. 579, Mackhaven, RI 67755","Deep Learning, Exploratory Data Analysis, DataRobot, Apache Airflow, A/B Testing",laurabecker@jackson.com,ETL Developer at FlowTech; Data Visualization Specialist at DataViz Ltd; Research Assistant at University of Data,Real-time Data Pipeline; Credit Risk Modeling; Churn Prediction,"B.Sc. in Mathematics, 2015",SAS Certified Data Scientist; IBM Data Science Professional Certificate; Google Data Analytics Certificate
Rachel Compton,(163)966-9766x3515,"87149 Michael Brook Suite 324, Lake Kelsey, SC 64423","Data Modelling, Pandas, Looker, MATLAB, Python",fgutierrez@hotmail.com,Machine Learning Intern at AI Labs; Business Analyst at QRS Inc,Customer Segmentation; Social Media Sentiment Analysis,"B.Sc. in Computer Science, 2017; M.Sc. in Statistics, 2016",Cloudera Certified Associate (CCA) Data Analyst; SAS Certified Data Scientist; Microsoft Certified: Data Analyst Associate
Charles Schwartz MD,001-160-494-4508,"884 Bradley Lodge Suite 817, Port Sharonhaven, NC 50605","Hadoop, Pandas, Data Modelling, SAS, NoSQL",tammyschmidt@hotmail.com,Machine Learning Intern at AI Labs; Junior Analyst at ABC Corp; BI Developer at InsightWorks; Freelance Data Consultant,Healthcare Data Analysis; Sales Forecasting; Churn Prediction,"B.Sc. in Statistics, 2018; MBA in Business Analytics, 2019",Google Data Analytics Certificate; AWS Certified Data Analytics – Specialty; DataCamp Data Scientist
Mark Watson,323-744-8849x676,"PSC 1364, Box 4256, APO AA 46027","SAS, Amazon QuickSight, Jupyter, Tableau, Google Analytics",karenpadilla@elliott.com,Freelance Data Consultant; Data Intern at XYZ Ltd,Real-time Data Pipeline; Credit Risk Modeling,"B.Tech in Computer Science, 2021; B.Tech in Information Technology, 2023",Cloudera Certified Associate (CCA) Data Analyst; IBM Data Science Professional Certificate; Microsoft Certified: Data Analyst Associate
Brandon Rivera,+1-456-685-6600x236,"8401 Harris Summit, West Kimberly, CO 14933","Data Mining, NLP, Kibana, Google Sheets, A/B Testing",fburton@hotmail.com,Data Intern at XYZ Ltd; BI Developer at InsightWorks,Marketing Campaign Analysis; Real-time Data Pipeline; Sales Forecasting,"M.Sc. in Data Science, 2022",AWS Certified Data Analytics – Specialty; Udacity Data Analyst Nanodegree; Google Data Analytics Certificate
Ryan Pollard,678-089-0948,"969 Perez Forges, West Amberside, WA 31222","Amazon QuickSight, Jupyter, Excel, Power BI, Matplotlib",hortondaniel@williams.com,Business Analyst at QRS Inc; Data Intern at XYZ Ltd; ETL Developer at FlowTech,Healthcare Data Analysis; Fraud Detection System,"B.Tech in Information Technology, 2017",DataCamp Data Scientist; IBM Data Science Professional Certificate; Udacity Data Analyst Nanodegree
Mercedes Williams,(064)915-7635x082,"930 Angela Gateway Apt. 148, Lake Richard, WY 53405","Business Intelligence, Data Mining, SPSS, Snowflake, D3.js",ggarcia@gmail.com,Freelance Data Consultant; SQL Developer at DBMasters,Marketing Campaign Analysis; Sales Forecasting,"M.Sc. in Statistics, 2019",Cloudera Certified Associate (CCA) Data Analyst; AWS Certified Data Analytics – Specialty; Tableau Desktop Specialist
Kimberly Kaiser,429.982.9733x01569,"93845 Combs Skyway Suite 772, Mannborough, AZ 48095","Hadoop, D3.js, Tableau, Kibana, Deep Learning",nwilliams@baird.biz,SQL Developer at DBMasters; Machine Learning Intern at AI Labs,Credit Risk Modeling; Fraud Detection System,"M.Sc. in Statistics, 2019; B.Tech in Information Technology, 2017",Google Data Analytics Certificate; SAS Certified Data Scientist; Cloudera Certified Associate (CCA) Data Analyst
Marcus Howard,9392570815,"575 James Tunnel, Lake Leahton, MA 49218","Dash, BigQuery, SPSS, Python, MATLAB",rachelwilliams@stafford.com,ETL Developer at FlowTech; Machine Learning Intern at AI Labs,Marketing Campaign Analysis; Healthcare Data Analysis; Credit Risk Modeling,"M.Sc. in Statistics, 2017",SAS Certified Data Scientist; DataCamp Data Scientist
Amanda Allen,001-224-329-3462x0648,"4078 Rebecca Walks Suite 496, Lauriehaven, CT 19329","D3.js, TensorFlow, Apache Airflow, A/B Testing, Data Wrangling",boydmegan@hunter-miller.com,Machine Learning Intern at AI Labs; Freelance Data Consultant; Data Visualization Specialist at DataViz Ltd; Research Assistant at University of Data,Churn Prediction; Sales Forecasting,"M.Sc. in Data Science, 2017",DataCamp Data Scientist
Mary Thompson,(826)394-1573x114,"690 Reid Point Apt. 559, South Jameschester, ME 54359","Machine Learning, Tableau, RapidMiner, Seaborn, Data Visualization",ashley02@kent-hall.net,BI Developer at InsightWorks; ETL Developer at FlowTech; Research Assistant at University of Data; Data Intern at XYZ Ltd,Credit Risk Modeling; Marketing Campaign Analysis; Sales Forecasting,"B.Tech in Computer Science, 2019; M.Sc. in Statistics, 2015",IBM Data Science Professional Certificate; Certified Analytics Professional (CAP)
Stacey Finley,(268)933-9158,"8168 Johnson Fall Suite 548, Foxfurt, KS 62848","MATLAB, Statistics, Power BI, Business Intelligence, Pandas",samantha19@yahoo.com,ETL Developer at FlowTech; Business Analyst at QRS Inc; Research Assistant at University of Data; Data Visualization Specialist at DataViz Ltd,Churn Prediction; E-commerce Dashboard,"M.Sc. in Data Science, 2021; M.Tech in Data Analytics, 2021",DataCamp Data Scientist; AWS Certified Data Analytics – Specialty
